job_id,job_type,invoice_amount,material_costs,request_date,start_date,completion_date,customer_id,customer_type,customer_postal_code,customer_satisfaction
j_2fe79,lawn_treatment,530.0,215,2022-09-18,2022-10-11,2022-10-12,c_12b296,residential,A1H,5
j_40b44a,basic_lawncare,530.0,130,2022-03-11,2022-04-04,2022-04-05,c_3aa0f9,commercial,A1M,10
j_c7795,basic_lawncare,621.0,133,2022-03-11,2022-04-26,2022-04-26,c_3aa0f9,commercial,A1M,7
j_a14bd,spring_cleanup,720.0,172,2022-05-04,2022-05-09,2022-05-10,c_3aa0f9,commercial,A1M,4
j_4f6cd2,basic_lawncare,598.0,129,2022-03-11,2022-05-17,2022-05-17,c_3aa0f9,commercial,A1M,10
j_489a3c,basic_lawncare,609.5,134,2022-03-11,2022-05-17,2022-05-17,c_3aa0f9,commercial,A1M,5
j_24fbe2,basic_lawncare,609.5,129,2022-03-11,2022-05-17,2022-05-18,c_3aa0f9,commercial,A1M,9
j_3cadeb,basic_lawncare,609.5,130,2022-03-11,2022-06-08,2022-06-08,c_3aa0f9,commercial,A1M,8
j_1201f0,basic_lawncare,609.5,131,2022-03-11,2022-06-08,2022-06-08,c_3aa0f9,commercial,A1M,8
j_84ba1b,basic_lawncare,598.0,125,2022-03-11,2022-06-08,2022-06-09,c_3aa0f9,commercial,A1M,8
j_51b80f,basic_lawncare,598.0,128,2022-03-11,2022-06-30,2022-06-30,c_3aa0f9,commercial,A1M,10
j_af495,basic_lawncare,586.5,128,2022-03-11,2022-06-30,2022-07-01,c_3aa0f9,commercial,A1M,10
j_1a1496,basic_lawncare,609.5,130,2022-03-11,2022-06-30,2022-07-01,c_3aa0f9,commercial,A1M,5
j_4379a3,complete_lawncare,1000.0,306,2022-07-13,2022-08-12,2022-08-12,c_3aa0f9,commercial,A1M,9
j_4cfca2,lawn_treatment,920.0,300,2022-07-23,2022-08-25,2022-08-26,c_3aa0f9,commercial,A1M,6
j_11a78a,tree_pruning,510.0,122,2022-08-12,2022-09-14,2022-09-15,c_3aa0f9,commercial,A1M,6
j_32f2a6,garden_beds,920.0,289,2022-09-06,2022-10-05,2022-10-06,c_3aa0f9,commercial,A1M,2
j_57b8ae,fall_planting,1030.0,340,2022-09-15,2022-10-09,2022-10-10,c_3aa0f9,commercial,A1M,8
j_2ddd1e,install_new_lawn,600.0,534,2022-03-11,2022-04-04,2022-04-05,c_18e249,commercial,A1C,3
j_7f8104,tree_pruning,160.0,46,2022-05-10,2022-05-17,2022-05-18,c_18e249,commercial,A1C,7
j_89922d,spring_cleanup,220.0,65,2022-05-16,2022-05-25,2022-05-26,c_18e249,commercial,A1C,6
j_1b6d2c,garden_beds,250.0,109,2022-07-30,2022-09-02,2022-09-03,c_18e249,commercial,A1C,6
j_7d76f7,garden_beds,260.0,110,2022-08-16,2022-09-18,2022-09-19,c_18e249,commercial,A1C,5
j_6ac0b7,tree_pruning,160.0,45,2022-10-21,2022-10-24,2022-10-25,c_18e249,commercial,A1C,5
j_1d3c1d,spring_cleanup,490.0,125,2022-03-12,2022-04-04,2022-04-05,c_53a9f1,residential,A1A,9
j_9309e,basic_lawncare,360.0,97,2022-04-05,2022-04-15,2022-04-15,c_53a9f1,residential,A1A,5
j_723a27,tree_pruning,350.0,86,2022-04-15,2022-04-21,2022-04-22,c_53a9f1,residential,A1A,3
j_285341,tree_pruning,360.0,96,2022-08-06,2022-09-08,2022-09-08,c_53a9f1,residential,A1A,6
j_88863e,garden_landscaping,1560.0,550,2022-08-27,2022-09-29,2022-10-01,c_53a9f1,residential,A1A,10
j_3ce972,garden_landscaping,1300.0,491,2022-03-08,2022-04-04,2022-04-06,c_2e1dd1,residential,A1H,5
j_111595,lawn_treatment,500.0,206,2022-06-22,2022-07-12,2022-07-13,c_2e1dd1,residential,A1H,3
j_4e2110,garden_beds,510.0,196,2022-06-28,2022-07-21,2022-07-22,c_2e1dd1,residential,A1H,10
j_5cce2,basic_lawncare,290.0,85,2022-07-15,2022-08-15,2022-08-16,c_2e1dd1,residential,A1H,8
j_9023d9,basic_lawncare,300.0,88,2022-08-22,2022-09-22,2022-09-22,c_2e1dd1,residential,A1H,8
j_2be44f,garden_landscaping,1340.0,510,2022-09-20,2022-10-11,2022-10-13,c_2e1dd1,residential,A1H,8
j_94552e,tree_pruning,340.0,84,2022-03-15,2022-04-06,2022-04-06,c_619851,commercial,A1E,6
j_88f6ca,install_new_lawn,1720.0,1047,2022-04-12,2022-04-19,2022-04-20,c_619851,commercial,A1E,7
j_41e2f8,garden_beds,610.0,210,2022-08-02,2022-09-05,2022-09-05,c_619851,commercial,A1E,6
j_4776df,tree_pruning,340.0,89,2022-08-06,2022-09-08,2022-09-08,c_619851,commercial,A1E,8
j_3753f8,basic_lawncare,350.0,91,2022-08-15,2022-09-18,2022-09-18,c_619851,commercial,A1E,6
j_252ab6,garden_beds,580.0,195,2022-08-31,2022-10-03,2022-10-04,c_619851,commercial,A1E,8
j_8d9afe,garden_landscaping,1260.0,438,2022-03-12,2022-04-04,2022-04-07,c_56c32d,residential,A1E,5
j_3dacd6,fall_planting,570.0,214,2022-09-10,2022-10-06,2022-10-08,c_56c32d,residential,A1E,10
j_7d0c38,fall_planting,550.0,209,2022-10-25,2022-10-25,2022-10-26,c_56c32d,residential,A1E,10
j_7abbd1,spring_cleanup,600.0,142,2022-03-12,2022-04-06,2022-04-07,c_610ef4,commercial,A1A,8
j_504d43,install_new_lawn,2420.0,1278,2022-04-11,2022-04-19,2022-04-20,c_610ef4,commercial,A1A,8
j_8649b7,garden_beds,830.0,258,2022-05-29,2022-06-08,2022-06-09,c_610ef4,commercial,A1A,4
j_6857b4,tree_pruning,440.0,103,2022-06-20,2022-07-11,2022-07-12,c_610ef4,commercial,A1A,5
j_55eded,garden_beds,820.0,257,2022-07-16,2022-08-15,2022-08-16,c_610ef4,commercial,A1A,7
j_3fda74,tree_pruning,450.0,103,2022-09-10,2022-10-06,2022-10-07,c_610ef4,commercial,A1A,8
j_4b52ae,basic_lawncare,340.0,94,2022-03-12,2022-04-06,2022-04-07,c_58427a,residential,A1H,10
j_47c0e2,basic_lawncare,402.5,95,2022-03-12,2022-04-28,2022-04-28,c_58427a,residential,A1H,3
j_2e7c53,basic_lawncare,391.0,93,2022-03-12,2022-05-19,2022-05-19,c_58427a,residential,A1H,10
j_5bf281,basic_lawncare,402.5,99,2022-03-12,2022-05-19,2022-05-20,c_58427a,residential,A1H,9
j_5b6b97,basic_lawncare,402.5,99,2022-03-12,2022-05-19,2022-05-20,c_58427a,residential,A1H,4
j_41aa31,basic_lawncare,391.0,94,2022-03-12,2022-06-10,2022-06-11,c_58427a,residential,A1H,7
j_2239ef,basic_lawncare,402.5,97,2022-03-12,2022-06-10,2022-06-11,c_58427a,residential,A1H,5
j_2654c4,basic_lawncare,402.5,95,2022-03-12,2022-07-02,2022-07-03,c_58427a,residential,A1H,9
j_863c55,basic_lawncare,402.5,94,2022-03-12,2022-07-25,2022-07-26,c_58427a,residential,A1H,9
j_5adc5b,basic_lawncare,414.0,100,2022-03-12,2022-07-25,2022-07-26,c_58427a,residential,A1H,8
j_1a5703,basic_lawncare,402.5,93,2022-03-12,2022-07-25,2022-07-26,c_58427a,residential,A1H,10
j_292771,basic_lawncare,340.0,97,2022-08-21,2022-09-21,2022-09-21,c_58427a,residential,A1H,10
j_78f745,install_new_lawn,1320.0,902,2022-03-12,2022-04-06,2022-04-07,c_8474df,residential,A1B,10
j_802c02,basic_lawncare,280.0,80,2022-07-09,2022-08-07,2022-08-07,c_8474df,residential,A1B,8
j_bc44c,tree_pruning,280.0,78,2022-08-23,2022-09-26,2022-09-26,c_8474df,residential,A1B,10
j_713ea9,complete_lawncare,710.0,233,2022-03-12,2022-04-06,2022-04-07,c_47b884,commercial,A1N,5
j_d7583,spring_cleanup,520.0,131,2022-03-20,2022-04-09,2022-04-10,c_47b884,commercial,A1N,6
j_1ae72,complete_lawncare,816.4999999999999,232,2022-03-12,2022-04-28,2022-04-28,c_47b884,commercial,A1N,5
j_614af8,complete_lawncare,793.4999999999999,225,2022-03-12,2022-04-28,2022-04-28,c_47b884,commercial,A1N,10
j_530719,complete_lawncare,827.9999999999999,233,2022-03-12,2022-05-19,2022-05-19,c_47b884,commercial,A1N,7
j_20abd7,complete_lawncare,839.4999999999999,237,2022-03-12,2022-05-19,2022-05-20,c_47b884,commercial,A1N,6
j_64222b,complete_lawncare,816.4999999999999,236,2022-03-12,2022-06-10,2022-06-11,c_47b884,commercial,A1N,5
j_8e811,complete_lawncare,862.4999999999999,246,2022-03-12,2022-06-10,2022-06-11,c_47b884,commercial,A1N,10
j_4c82d6,complete_lawncare,827.9999999999999,242,2022-03-12,2022-06-10,2022-06-11,c_47b884,commercial,A1N,8
j_625298,complete_lawncare,827.9999999999999,237,2022-03-12,2022-07-03,2022-07-03,c_47b884,commercial,A1N,8
j_6c59d7,complete_lawncare,839.4999999999999,242,2022-03-12,2022-07-03,2022-07-04,c_47b884,commercial,A1N,3
j_5beaf5,complete_lawncare,839.4999999999999,243,2022-03-12,2022-07-25,2022-07-26,c_47b884,commercial,A1N,10
j_8416c3,complete_lawncare,720.0,247,2022-06-23,2022-07-25,2022-07-26,c_47b884,commercial,A1N,9
j_ac781,install_new_lawn,1920.0,1125,2022-07-21,2022-08-23,2022-08-24,c_47b884,commercial,A1N,10
j_2e201,garden_beds,640.0,214,2022-07-28,2022-08-30,2022-09-01,c_47b884,commercial,A1N,10
j_84edde,tree_pruning,370.0,94,2022-08-04,2022-09-06,2022-09-07,c_47b884,commercial,A1N,8
j_521df2,retaining_wall,2260.0,1318,2022-08-17,2022-09-18,2022-09-21,c_47b884,commercial,A1N,2
j_604a61,basic_lawncare,380.0,102,2022-08-23,2022-09-26,2022-09-27,c_47b884,commercial,A1N,8
j_6a3a99,complete_lawncare,730.0,238,2022-09-15,2022-10-19,2022-10-20,c_47b884,commercial,A1N,10
j_66a614,basic_lawncare,300.0,86,2022-03-12,2022-04-06,2022-04-07,c_5e0379,residential,A1B,8
j_3b1f3d,basic_lawncare,345.0,79,2022-03-12,2022-04-28,2022-04-28,c_5e0379,residential,A1B,7
j_8420ef,basic_lawncare,345.0,81,2022-03-12,2022-04-28,2022-04-29,c_5e0379,residential,A1B,5
j_6c6bda,garden_landscaping,1290.0,473,2022-04-28,2022-05-04,2022-05-05,c_5e0379,residential,A1B,9
j_5f16a4,basic_lawncare,345.0,84,2022-03-12,2022-05-20,2022-05-20,c_5e0379,residential,A1B,4
j_67fa19,basic_lawncare,345.0,83,2022-03-12,2022-05-20,2022-05-20,c_5e0379,residential,A1B,10
j_b46e6,basic_lawncare,356.5,87,2022-03-12,2022-05-20,2022-05-20,c_5e0379,residential,A1B,6
j_ed62c,basic_lawncare,345.0,82,2022-03-12,2022-06-10,2022-06-11,c_5e0379,residential,A1B,7
j_388551,basic_lawncare,333.5,81,2022-03-12,2022-07-02,2022-07-02,c_5e0379,residential,A1B,4
j_8be740,basic_lawncare,356.5,82,2022-03-12,2022-07-23,2022-07-24,c_5e0379,residential,A1B,5
j_63a30c,basic_lawncare,345.0,85,2022-03-12,2022-08-14,2022-08-14,c_5e0379,residential,A1B,8
j_594439,basic_lawncare,345.0,83,2022-03-12,2022-08-14,2022-08-14,c_5e0379,residential,A1B,4
j_60879d,basic_lawncare,300.0,84,2022-06-27,2022-08-14,2022-08-14,c_5e0379,residential,A1B,10
j_69cc8f,basic_lawncare,300.0,83,2022-06-29,2022-08-14,2022-08-14,c_5e0379,residential,A1B,4
j_255b74,basic_lawncare,290.0,81,2022-07-12,2022-08-14,2022-08-14,c_5e0379,residential,A1B,6
j_5a847b,complete_lawncare,560.0,196,2022-09-13,2022-10-07,2022-10-07,c_5e0379,residential,A1B,10
j_85b18d,spring_cleanup,390.0,103,2022-03-13,2022-04-06,2022-04-07,c_3ee275,residential,A1E,9
j_8eb24c,complete_lawncare,520.0,186,2022-05-01,2022-05-06,2022-05-07,c_3ee275,residential,A1E,5
j_78318f,retaining_wall,2030.0,1044,2022-05-09,2022-05-15,2022-05-17,c_3ee275,residential,A1E,1
j_23b9f5,tree_pruning,270.0,72,2022-05-12,2022-05-18,2022-05-19,c_3ee275,residential,A1E,5
j_1ee7fb,basic_lawncare,280.0,80,2022-06-01,2022-06-12,2022-06-12,c_3ee275,residential,A1E,4
j_300d6,garden_beds,460.0,169,2022-06-09,2022-06-20,2022-06-21,c_3ee275,residential,A1E,6
j_83ee31,garden_beds,470.0,175,2022-06-19,2022-07-08,2022-07-09,c_3ee275,residential,A1E,8
j_b82f9,garden_beds,470.0,173,2022-06-26,2022-07-19,2022-07-20,c_3ee275,residential,A1E,9
j_41b5ef,install_new_lawn,1260.0,857,2022-08-06,2022-09-08,2022-09-09,c_3ee275,residential,A1E,10
j_1e362c,water_feature,3900.0,1662,2022-08-17,2022-09-19,2022-09-23,c_3ee275,residential,A1E,8
j_8a2bea,complete_lawncare,520.0,189,2022-10-08,2022-10-17,2022-10-18,c_3ee275,residential,A1E,6
j_72f1f2,spring_cleanup,530.0,136,2022-03-14,2022-04-06,2022-04-07,c_58df10,commercial,A1N,10
j_2d44db,garden_beds,690.0,231,2022-06-02,2022-06-13,2022-06-14,c_58df10,commercial,A1N,10
j_708983,garden_beds,690.0,229,2022-06-26,2022-07-18,2022-07-20,c_58df10,commercial,A1N,9
j_3dfd31,install_new_lawn,2110.0,1239,2022-07-25,2022-08-28,2022-08-28,c_58df10,commercial,A1N,5
j_97afb0,garden_beds,690.0,230,2022-07-29,2022-08-31,2022-09-01,c_58df10,commercial,A1N,9
j_6bdcd,basic_lawncare,390.0,105,2022-10-30,2022-10-30,2022-10-30,c_58df10,commercial,A1N,5
j_6bf23,spring_cleanup,530.0,133,2022-03-13,2022-04-06,2022-04-08,c_64d10f,commercial,A1N,3
j_6c6192,install_new_lawn,1960.0,1170,2022-04-07,2022-04-18,2022-04-19,c_64d10f,commercial,A1N,7
j_66dce,basic_lawncare,380.0,99,2022-04-23,2022-04-29,2022-04-29,c_64d10f,commercial,A1N,7
j_25e4c4,garden_landscaping,1590.0,535,2022-05-26,2022-06-03,2022-06-05,c_64d10f,commercial,A1N,2
j_4e6c06,complete_lawncare,720.0,229,2022-06-17,2022-07-06,2022-07-07,c_64d10f,commercial,A1N,6
j_4436a6,garden_beds,660.0,222,2022-07-09,2022-08-05,2022-08-06,c_64d10f,commercial,A1N,8
j_f3e8b,install_new_lawn,1920.0,1129,2022-07-23,2022-08-25,2022-08-26,c_64d10f,commercial,A1N,10
j_681581,garden_beds,670.0,231,2022-07-27,2022-08-30,2022-08-31,c_64d10f,commercial,A1N,10
j_55f69f,garden_beds,650.0,220,2022-07-29,2022-08-31,2022-09-01,c_64d10f,commercial,A1N,8
j_5afdf8,lawn_treatment,1070.0,334,2022-03-15,2022-04-06,2022-04-08,c_8d046b,commercial,A1M,6
j_1aa539,spring_cleanup,830.0,188,2022-04-14,2022-04-20,2022-04-21,c_8d046b,commercial,A1M,5
j_6b9d1a,spring_cleanup,850.0,194,2022-05-17,2022-05-26,2022-05-27,c_8d046b,commercial,A1M,8
j_14c71a,lawn_treatment,1110.0,352,2022-07-01,2022-07-27,2022-07-30,c_8d046b,commercial,A1M,8
j_8d7249,basic_lawncare,630.0,152,2022-07-16,2022-08-15,2022-08-16,c_8d046b,commercial,A1M,10
j_821666,garden_beds,1130.0,326,2022-08-01,2022-09-04,2022-09-05,c_8d046b,commercial,A1M,10
j_5ba56e,garden_beds,1140.0,331,2022-09-16,2022-10-09,2022-10-10,c_8d046b,commercial,A1M,5
j_7e1bd7,install_new_lawn,1980.0,1173,2022-03-16,2022-04-08,2022-04-08,c_b4f91,commercial,A1H,8
j_550c59,tree_pruning,390.0,98,2022-05-11,2022-05-17,2022-05-18,c_b4f91,commercial,A1H,5
j_678a79,basic_lawncare,390.0,103,2022-05-26,2022-06-03,2022-06-03,c_b4f91,commercial,A1H,4
j_3f6eb5,complete_lawncare,780.0,268,2022-09-26,2022-10-13,2022-10-13,c_b4f91,commercial,A1H,4
j_2b79fd,tree_pruning,380.0,100,2022-10-13,2022-10-20,2022-10-20,c_b4f91,commercial,A1H,9
j_6204d,basic_lawncare,330.0,91,2022-03-19,2022-04-08,2022-04-08,c_41843,commercial,A1N,6
j_2e6a32,tree_pruning,320.0,86,2022-03-29,2022-04-11,2022-04-11,c_41843,commercial,A1N,10
j_af4e,basic_lawncare,391.0,96,2022-03-19,2022-04-29,2022-04-29,c_41843,commercial,A1N,5
j_655bea,basic_lawncare,379.5,91,2022-03-19,2022-04-29,2022-04-29,c_41843,commercial,A1N,6
j_5a49a4,spring_cleanup,450.0,112,2022-04-27,2022-05-02,2022-05-02,c_41843,commercial,A1N,4
j_f5561,basic_lawncare,379.5,91,2022-03-19,2022-05-20,2022-05-20,c_41843,commercial,A1N,8
j_84995a,basic_lawncare,379.5,91,2022-03-19,2022-05-20,2022-05-20,c_41843,commercial,A1N,7
j_624ab7,basic_lawncare,391.0,93,2022-03-19,2022-05-20,2022-05-20,c_41843,commercial,A1N,5
j_679d32,complete_lawncare,610.0,211,2022-05-09,2022-05-20,2022-05-20,c_41843,commercial,A1N,8
j_4b7001,basic_lawncare,379.5,95,2022-03-19,2022-06-10,2022-06-10,c_41843,commercial,A1N,5
j_915a99,basic_lawncare,379.5,90,2022-03-19,2022-06-10,2022-06-10,c_41843,commercial,A1N,10
j_13be32,basic_lawncare,379.5,95,2022-03-19,2022-06-10,2022-06-11,c_41843,commercial,A1N,8
j_8c61a3,basic_lawncare,379.5,90,2022-03-19,2022-07-03,2022-07-03,c_41843,commercial,A1N,7
j_1a2ccf,basic_lawncare,379.5,87,2022-03-19,2022-07-03,2022-07-03,c_41843,commercial,A1N,4
j_22ef4c,water_feature,4120.0,1850,2022-06-16,2022-07-04,2022-07-07,c_41843,commercial,A1N,1
j_723da1,complete_lawncare,610.0,204,2022-07-07,2022-08-04,2022-08-04,c_41843,commercial,A1N,7
j_83dfca,basic_lawncare,330.0,93,2022-07-26,2022-08-29,2022-08-29,c_41843,commercial,A1N,10
j_55367c,basic_lawncare,340.0,91,2022-08-14,2022-09-19,2022-09-19,c_41843,commercial,A1N,10
j_79047b,lawn_treatment,580.0,233,2022-08-20,2022-09-20,2022-09-21,c_41843,commercial,A1N,10
j_67afe2,spring_cleanup,230.0,68,2022-03-16,2022-04-08,2022-04-09,c_1b8543,commercial,A1C,6
j_3853e8,garden_landscaping,710.0,289,2022-08-01,2022-09-04,2022-09-06,c_1b8543,commercial,A1C,9
j_987ad2,basic_lawncare,170.0,50,2022-09-25,2022-10-12,2022-10-12,c_1b8543,commercial,A1C,5
j_39d0d,lawn_treatment,270.0,124,2022-10-12,2022-10-20,2022-10-21,c_1b8543,commercial,A1C,3
j_2d0a91,garden_landscaping,1310.0,464,2022-03-17,2022-04-08,2022-04-09,c_8b7ebc,commercial,A1E,10
j_102990,spring_cleanup,420.0,110,2022-04-17,2022-04-22,2022-04-22,c_8b7ebc,commercial,A1E,8
j_28ee76,install_new_lawn,1430.0,925,2022-05-22,2022-06-01,2022-06-02,c_8b7ebc,commercial,A1E,6
j_979b1,basic_lawncare,300.0,78,2022-06-09,2022-06-21,2022-06-21,c_8b7ebc,commercial,A1E,8
j_730ae8,garden_beds,530.0,191,2022-07-02,2022-07-28,2022-07-29,c_8b7ebc,commercial,A1E,6
j_10ccfe,water_feature,3940.0,1698,2022-07-16,2022-08-15,2022-08-18,c_8b7ebc,commercial,A1E,5
j_7c540f,water_feature,4040.0,1794,2022-10-03,2022-10-16,2022-10-19,c_8b7ebc,commercial,A1E,1
j_8fa864,fall_planting,580.0,222,2022-10-10,2022-10-19,2022-10-20,c_8b7ebc,commercial,A1E,7
j_3983ab,spring_cleanup,460.0,118,2022-03-17,2022-04-08,2022-04-09,c_68f491,residential,A1S,4
j_7e2abf,complete_lawncare,640.0,229,2022-06-02,2022-06-14,2022-06-15,c_68f491,residential,A1S,3
j_61111e,garden_beds,570.0,203,2022-06-29,2022-07-25,2022-07-27,c_68f491,residential,A1S,6
j_221648,retaining_wall,2190.0,1274,2022-07-19,2022-08-22,2022-08-24,c_68f491,residential,A1S,1
j_33a143,basic_lawncare,340.0,94,2022-07-30,2022-09-01,2022-09-02,c_68f491,residential,A1S,8
j_868ade,tree_pruning,330.0,91,2022-08-27,2022-09-29,2022-09-30,c_68f491,residential,A1S,10
j_6a5ba,basic_lawncare,420.0,111,2022-03-17,2022-04-08,2022-04-09,c_140ab5,commercial,A1N,10
j_146eff,tree_pruning,410.0,106,2022-04-03,2022-04-14,2022-04-14,c_140ab5,commercial,A1N,5
j_5f2d9f,garden_landscaping,1800.0,614,2022-04-17,2022-04-22,2022-04-25,c_140ab5,commercial,A1N,5
j_91bd21,spring_cleanup,580.0,144,2022-04-20,2022-04-28,2022-04-29,c_140ab5,commercial,A1N,10
j_3718f1,basic_lawncare,506.0,113,2022-03-17,2022-04-30,2022-05-01,c_140ab5,commercial,A1N,7
j_7d6648,basic_lawncare,483.0,109,2022-03-17,2022-04-30,2022-05-01,c_140ab5,commercial,A1N,9
j_8a1672,basic_lawncare,483.0,112,2022-03-17,2022-05-22,2022-05-23,c_140ab5,commercial,A1N,7
j_dc63e,basic_lawncare,483.0,106,2022-03-17,2022-05-22,2022-05-23,c_140ab5,commercial,A1N,8
j_916f1d,complete_lawncare,800.0,256,2022-05-12,2022-06-13,2022-06-13,c_140ab5,commercial,A1N,10
j_7dbc7b,basic_lawncare,483.0,109,2022-03-17,2022-06-13,2022-06-14,c_140ab5,commercial,A1N,9
j_595e43,basic_lawncare,483.0,109,2022-03-17,2022-06-13,2022-06-14,c_140ab5,commercial,A1N,7
j_57c9e3,basic_lawncare,494.5,112,2022-03-17,2022-06-13,2022-06-14,c_140ab5,commercial,A1N,5
j_aeee5,basic_lawncare,494.5,110,2022-03-17,2022-06-13,2022-06-14,c_140ab5,commercial,A1N,9
j_5136c6,basic_lawncare,483.0,111,2022-03-17,2022-07-05,2022-07-05,c_140ab5,commercial,A1N,9
j_8d9966,basic_lawncare,471.5,106,2022-03-17,2022-07-05,2022-07-06,c_140ab5,commercial,A1N,9
j_1f354,tree_pruning,430.0,105,2022-06-23,2022-07-12,2022-07-13,c_140ab5,commercial,A1N,5
j_8cf9f9,garden_landscaping,1780.0,602,2022-07-18,2022-08-19,2022-08-22,c_140ab5,commercial,A1N,6
j_5d4f67,basic_lawncare,430.0,110,2022-08-20,2022-09-20,2022-09-20,c_140ab5,commercial,A1N,9
j_566f8e,tree_pruning,420.0,105,2022-08-24,2022-09-27,2022-09-27,c_140ab5,commercial,A1N,10
j_550881,tree_pruning,440.0,114,2022-03-19,2022-04-08,2022-04-09,c_593870,residential,A1K,4
j_77e41d,basic_lawncare,450.0,122,2022-04-06,2022-04-17,2022-04-18,c_593870,residential,A1K,3
j_63b56c,basic_lawncare,450.0,113,2022-05-25,2022-06-02,2022-06-03,c_593870,residential,A1K,1
j_6ca5ee,tree_pruning,440.0,108,2022-05-30,2022-06-09,2022-06-10,c_593870,residential,A1K,8
j_396847,garden_beds,800.0,277,2022-08-01,2022-09-04,2022-09-05,c_593870,residential,A1K,10
j_28bb35,install_new_lawn,2290.0,1267,2022-03-20,2022-04-09,2022-04-10,c_6f05af,commercial,A1N,9
j_214c73,install_new_lawn,2240.0,1240,2022-04-26,2022-05-02,2022-05-03,c_6f05af,commercial,A1N,4
j_84cb5,water_feature,4640.0,2349,2022-05-26,2022-06-04,2022-06-07,c_6f05af,commercial,A1N,1
j_4243d1,garden_beds,780.0,259,2022-07-24,2022-08-27,2022-08-27,c_6f05af,commercial,A1N,9
j_2e3af4,complete_lawncare,830.0,255,2022-08-15,2022-09-18,2022-09-18,c_6f05af,commercial,A1N,9
j_270407,garden_beds,780.0,245,2022-09-16,2022-10-10,2022-10-11,c_6f05af,commercial,A1N,10
j_436042,tree_pruning,120.0,38,2022-03-21,2022-04-09,2022-04-10,c_51b9c9,residential,A1C,1
j_8271a1,basic_lawncare,120.0,39,2022-06-07,2022-06-20,2022-06-21,c_51b9c9,residential,A1C,1
j_ef4c1,tree_pruning,120.0,37,2022-06-15,2022-07-03,2022-07-04,c_51b9c9,residential,A1C,2
j_4b165f,retaining_wall,1420.0,519,2022-06-21,2022-07-11,2022-07-13,c_51b9c9,residential,A1C,3
j_649267,complete_lawncare,220.0,91,2022-07-06,2022-08-03,2022-08-03,c_51b9c9,residential,A1C,3
j_974107,garden_landscaping,490.0,217,2022-07-30,2022-09-01,2022-09-03,c_51b9c9,residential,A1C,5
j_78abb3,install_new_lawn,420.0,434,2022-07-30,2022-09-02,2022-09-03,c_51b9c9,residential,A1C,9
j_6842a0,lawn_treatment,180.0,92,2022-08-09,2022-09-11,2022-09-13,c_51b9c9,residential,A1C,7
j_98367a,garden_landscaping,490.0,223,2022-08-21,2022-09-21,2022-09-23,c_51b9c9,residential,A1C,4
j_498591,garden_landscaping,500.0,215,2022-08-24,2022-09-27,2022-09-29,c_51b9c9,residential,A1C,6
j_516d80,garden_landscaping,1240.0,448,2022-03-21,2022-04-09,2022-04-11,c_4c5e2b,residential,A1G,9
j_20ed5c,tree_pruning,280.0,78,2022-04-25,2022-05-01,2022-05-01,c_4c5e2b,residential,A1G,4
j_3e6b59,basic_lawncare,300.0,82,2022-05-07,2022-05-11,2022-05-11,c_4c5e2b,residential,A1G,6
j_2f32df,retaining_wall,2030.0,1084,2022-05-12,2022-05-20,2022-05-22,c_4c5e2b,residential,A1G,3
j_29662f,complete_lawncare,540.0,195,2022-05-21,2022-06-01,2022-06-01,c_4c5e2b,residential,A1G,7
j_e9f42,retaining_wall,1980.0,1035,2022-06-27,2022-07-19,2022-07-21,c_4c5e2b,residential,A1G,2
j_7a42e5,complete_lawncare,550.0,194,2022-07-29,2022-08-31,2022-09-01,c_4c5e2b,residential,A1G,9
j_42582d,retaining_wall,2170.0,1221,2022-03-22,2022-04-09,2022-04-11,c_1dadb9,residential,A1A,4
j_754f0e,tree_pruning,380.0,89,2022-04-01,2022-04-13,2022-04-13,c_1dadb9,residential,A1A,1
j_6450e9,tree_pruning,370.0,92,2022-04-21,2022-04-28,2022-04-28,c_1dadb9,residential,A1A,7
j_5022b,spring_cleanup,530.0,127,2022-04-22,2022-04-29,2022-04-30,c_1dadb9,residential,A1A,9
j_2452d0,complete_lawncare,730.0,238,2022-05-15,2022-05-24,2022-05-24,c_1dadb9,residential,A1A,2
j_121c88,basic_lawncare,370.0,98,2022-06-08,2022-06-20,2022-06-21,c_1dadb9,residential,A1A,9
j_30b75,basic_lawncare,380.0,101,2022-07-12,2022-08-11,2022-08-11,c_1dadb9,residential,A1A,10
j_1c2a3d,install_new_lawn,1910.0,1099,2022-07-30,2022-09-01,2022-09-01,c_1dadb9,residential,A1A,9
j_40940c,garden_beds,680.0,223,2022-07-31,2022-09-02,2022-09-03,c_1dadb9,residential,A1A,10
j_2b6509,basic_lawncare,390.0,101,2022-08-04,2022-09-06,2022-09-07,c_1dadb9,residential,A1A,5
j_88d5d,install_new_lawn,1930.0,1127,2022-08-07,2022-09-09,2022-09-09,c_1dadb9,residential,A1A,7
j_90ac80,spring_cleanup,550.0,142,2022-03-23,2022-04-10,2022-04-11,c_5c34d9,commercial,A1N,6
j_90ed0b,spring_cleanup,700.0,168,2022-03-25,2022-04-10,2022-04-11,c_4830ba,commercial,A1L,7
j_1cad86,basic_lawncare,540.0,136,2022-04-20,2022-04-27,2022-04-28,c_4830ba,commercial,A1L,2
j_554401,spring_cleanup,700.0,173,2022-05-02,2022-05-06,2022-05-07,c_4830ba,commercial,A1L,8
j_75048a,complete_lawncare,1000.0,303,2022-05-04,2022-05-19,2022-05-19,c_4830ba,commercial,A1L,8
